Time [min],Intensity [counts]
Chromatogram,
12.94,20036
12.94,18925
12.95,18626
12.95,17818
12.96,17767
12.97,18525
12.97,17700
12.98,18629
12.98,18237
12.99,18807
13.00,18511
13.00,18125
13.01,18572
13.01,18345
13.02,16648
13.03,15533
13.03,15192
13.04,14773
13.04,15587
13.05,16456
13.06,17318
13.06,20797
13.07,21794
13.07,22358
13.08,24069
13.09,25397
13.09,24212
13.10,22797
13.10,22061
13.11,22111
13.12,20645
13.12,20969
13.13,19032
13.13,19587
13.14,18109
13.15,17639
13.15,16110
13.16,15309
13.16,15280
13.17,16561
13.18,14919
13.18,16132
13.19,13994
13.20,14257
13.20,13707
13.21,12526
13.21,12450
13.22,12920
13.23,13416
13.23,13185
13.24,13442
13.24,13543
13.25,12856
13.26,14262
13.26,12984
13.27,13115
13.27,14266
13.28,12240
13.29,12119
13.29,13472
13.30,12895
13.30,12000
13.31,12884
13.32,12039
13.32,13439
13.33,12257
13.33,12806
13.34,11850
13.35,12136
13.35,11042
13.36,12134
13.36,11607
13.37,10616
13.38,12506
13.38,10935
13.39,10488
13.39,10439
13.40,9566
13.41,9745
13.41,9431
13.42,9091
13.42,8794
13.43,8985
13.44,8613
13.44,9468
13.45,9039
13.45,8103
13.46,9388
13.47,7858
13.47,8853
13.48,8914
13.49,8973
13.49,9322
13.50,8773
13.50,8608
13.51,9390
13.52,9912
13.52,9836
13.53,9322
13.53,8516
13.54,8781
13.55,8518
13.55,8188
13.56,8778
13.56,7848
13.57,6959
13.58,8168
13.58,7888
13.59,7523
13.59,9393
13.60,12477
13.61,20496
13.61,36393
13.62,54160
13.62,79973
13.63,102026
13.64,126386
13.64,145669
13.65,170519
13.65,185604
13.66,192102
13.67,179878
13.67,151220
13.68,111062
13.68,79521
13.69,60462
13.70,46988
13.70,42557
13.71,35530
13.71,33088
13.72,29899
13.73,27055
13.73,25414
13.74,21647
13.74,20811
13.75,20293
13.76,19224
13.76,17370
13.77,18365
13.78,16486
13.78,16376
13.79,15964
13.79,14734
13.80,15054
13.81,16095
13.81,15270
13.82,16437
13.82,15968
13.83,14635
13.84,13737
13.84,15369
13.85,14617
13.85,15419
13.86,13395
13.87,12532
13.87,12531
13.88,11413
13.88,10671
13.89,10954
13.90,10872
13.90,9092
13.91,9496
13.91,9962
13.92,9222
13.93,8283
13.93,10097
13.94,9263
13.94,9757
13.95,8491
13.96,8198
13.96,10068
13.97,9113
13.97,9948
13.98,9127
13.99,9594
13.99,8986
14.00,9800
14.00,9210
14.01,8851
14.02,10966
14.02,10708
14.03,12414
14.04,17497
14.04,20571
14.05,24453
14.05,27970
14.06,27704
14.07,26093
14.07,25914
14.08,21941
14.08,20021
14.09,17219
14.10,17298
14.10,13659
14.11,14203
14.11,12636
14.12,11606
14.13,10431
14.13,9822
14.14,9664
14.14,9568
14.15,9739
14.16,9058
14.16,9011
14.17,9428
14.17,10310
14.18,8441
14.19,9355
14.19,9452
14.20,9733
14.20,9344
14.21,10083
14.22,9324
14.22,10203
14.23,9048
14.23,9403
14.24,9852
14.25,9121
14.25,9791
14.26,11132
14.26,12359
14.27,10261
14.28,9771
14.28,9913
14.29,9079
14.29,9250
14.30,8380
14.31,9208
14.31,8488
14.32,8531
14.33,8182
14.33,8809
14.34,10923
14.34,13832
14.35,14371
14.36,15289
14.36,15409
14.37,16094
14.37,15301
14.38,15750
14.39,15421
14.39,12840
14.40,14360
14.40,14570
14.41,14437
14.42,13209
14.42,14205
14.43,14219
14.43,14144
14.44,15290
14.45,14145
14.45,15297
14.46,15827
14.46,15200
14.47,14356
14.48,12695
14.48,13406
14.49,13197
14.49,12433
14.50,11484
14.51,11138
14.51,11874
14.52,10986
14.52,9368
14.53,11457
14.54,10457
14.54,11026
14.55,9287
14.55,9778
14.56,9563
14.57,10864
14.57,11395
14.58,9659
14.58,9519
14.59,9884
14.60,10182
14.60,8685
14.61,8141
14.62,8890
14.62,8711
14.63,8303
14.63,7816
14.64,7785
14.65,6775
14.65,8177
14.66,8099
14.66,8152
14.67,11039
14.68,13063
14.68,13892
14.69,15571
14.69,17464
14.70,17878
14.71,16903
14.71,17197
14.72,15396
14.72,17664
14.73,16811
14.74,16159
14.74,15587
14.75,15387
14.75,14119
14.76,17152
14.77,16836
14.77,15190
14.78,13316
14.78,13065
14.79,12124
14.80,12432
14.80,12610
14.81,12290
14.81,13062
14.82,15522
14.83,18012
14.83,21371
14.84,23018
14.84,24574
14.85,23856
14.86,21605
14.86,20589
14.87,17625
14.87,15711
14.88,13950
14.89,12508
14.89,11856
14.90,11608
14.91,10626
14.91,10679
14.92,9487
14.92,9616
14.93,8879
14.94,9279
14.94,8349
14.95,8705
