Time [min],Intensity [counts]
Chromatogram,
11.93,1816
11.93,1963
11.94,1853
11.94,1844
11.95,1701
11.96,1780
11.96,2012
11.97,2296
11.97,1830
11.98,2294
11.99,2169
11.99,1690
12.00,1787
12.00,1733
12.01,1826
12.02,1668
12.02,2060
12.03,1583
12.04,1915
12.04,1987
12.05,2131
12.05,1893
12.06,1980
12.07,2114
12.07,1865
12.08,2690
12.08,2541
12.09,2353
12.10,2176
12.10,1958
12.11,1952
12.11,2202
12.12,1895
12.13,2161
12.13,1856
12.14,1701
12.14,2220
12.15,1805
12.16,2098
12.16,2380
12.17,1984
12.17,2135
12.18,2526
12.19,2430
12.19,2607
12.20,2407
12.20,2096
12.21,2250
12.22,1836
12.22,1786
12.23,2302
12.23,1956
12.24,1958
12.25,2289
12.25,2049
12.26,3187
12.26,2670
12.27,2630
12.28,3022
12.28,2933
12.29,2591
12.29,2503
12.30,2754
12.31,3084
12.31,2954
12.32,2760
12.33,3042
12.33,3051
12.34,3142
12.34,2319
12.35,2768
12.36,2769
12.36,2856
12.37,2301
12.37,2421
12.38,2330
12.39,2359
12.39,2286
12.40,3342
12.40,2636
12.41,2114
12.42,2910
12.42,3254
12.43,3238
12.43,3260
12.44,2823
12.45,3355
12.45,3289
12.46,3045
12.46,3171
12.47,2383
12.48,3342
12.48,2993
12.49,2246
12.49,2363
12.50,2341
12.51,2416
12.51,2336
12.52,2301
12.52,2287
12.53,2420
12.54,2102
12.54,2227
12.55,2179
12.55,2302
12.56,1916
12.57,2680
12.57,2410
12.58,2206
12.58,2445
12.59,2500
12.60,2372
12.60,1976
12.61,2395
12.62,2166
12.62,2071
12.63,1972
12.63,2385
12.64,2122
12.65,2255
12.65,2110
12.66,2343
12.66,2131
12.67,2392
12.68,2265
12.68,2342
12.69,2494
12.69,2778
12.70,2310
12.71,2198
12.71,2320
12.72,2180
12.72,2101
12.73,2174
12.74,1924
12.74,1879
12.75,2035
12.75,2609
12.76,1810
12.77,2057
12.77,1878
12.78,2122
12.78,2299
12.79,1843
12.80,2170
12.80,2071
12.81,2018
12.81,1854
12.82,2324
12.83,2043
12.83,1910
12.84,2075
12.84,2534
12.85,3745
12.86,4043
12.86,5532
12.87,6937
12.87,7080
12.88,6873
12.89,6545
12.89,5623
12.90,5061
12.91,5366
12.91,4440
12.92,4272
12.92,3784
12.93,2985
12.94,3125
12.94,3190
12.95,2888
12.95,2527
12.96,2323
12.97,2102
12.97,2084
12.98,2021
12.98,2179
12.99,2233
13.00,2380
13.00,2379
13.01,1855
13.01,2180
13.02,2061
13.03,1831
13.03,2107
13.04,2381
13.04,1972
13.05,1928
13.06,1829
13.06,2250
13.07,1639
13.07,1864
13.08,1678
13.09,1873
13.09,2005
13.10,2078
13.10,2037
13.11,1566
13.12,1565
13.12,1643
13.13,1692
13.13,1536
13.14,1713
13.15,1624
13.15,2088
13.16,1891
13.16,2093
13.17,2376
13.18,2075
13.18,1913
13.19,1955
13.20,1947
13.20,1984
13.21,1871
13.21,1861
13.22,1974
13.23,1939
13.23,1553
13.24,2052
13.24,1674
13.25,2442
13.26,2676
13.26,2419
13.27,2536
13.27,2735
13.28,2333
13.29,2542
13.29,2074
13.30,1986
13.30,1866
13.31,2004
13.32,1996
13.32,1871
13.33,2086
13.33,2162
13.34,1875
13.35,1975
13.35,2159
13.36,1596
13.36,2171
13.37,2028
13.38,1972
