Time [min],Intensity [counts]
Chromatogram,
8.58,2431
8.58,2359.666992
8.59,2345.761963
8.60,2201.143066
8.60,2064.190674
8.61,2098.142822
8.62,2128.761963
8.62,2189.857178
8.63,2147.333496
8.63,2093.095215
8.64,2070.238037
8.65,1997.571533
8.65,2009.761963
8.66,2147.80957
8.66,2124.142822
8.67,2149.761719
8.68,2133.428223
8.68,1929.428589
8.69,1964.095093
8.69,2084.380859
8.70,2135.761719
8.71,2272.571533
8.71,2082.714111
8.72,1934.904785
8.72,1905.238037
8.73,1921.380981
8.74,2067.428711
8.74,2230
8.75,2138.904541
8.75,2147.142822
8.76,2049
8.77,1915.619019
8.77,1889.047729
8.78,1963.047729
8.78,2067.095215
8.79,2196.571533
8.80,2147.571533
8.80,2059.476318
8.81,2028.190552
8.81,1992.666626
8.82,2076.571533
8.83,2059.666748
8.83,2119.000244
8.84,2142.952148
8.84,2113.571289
8.85,2054.476318
8.86,2024.761841
8.86,1988.095215
8.87,2089.619141
8.87,1999.381104
8.88,1906.380859
8.89,1927.80957
8.89,2008.952393
8.90,2185.952393
8.91,2246.380859
8.91,2142.666748
8.92,2103.380859
8.92,2040.952393
8.93,2139.857178
8.94,2101.904785
8.94,1961.904785
8.95,1853.619141
8.95,1806.428467
8.96,1866.523804
8.97,1960.047607
8.97,2039.047729
8.98,2102.856934
8.98,2044.047729
8.99,1964.238159
9.00,1941.1427
9.00,1944.904785
9.01,2021
9.01,2092.333496
9.02,2165.904785
9.03,2046.952393
9.03,1993
9.04,2053.047852
9.04,1989.714233
9.05,1966.095215
9.06,2124.666748
9.06,2005.381104
9.07,1954.761963
9.07,1970.142822
9.08,1968.142944
9.09,2092.618896
9.09,2015.523804
9.10,1888.904785
9.10,1837.8573
9.11,1962.714233
9.12,2210.857178
9.12,2784.19043
9.13,3243.905029
9.13,4053.143066
9.14,4595.19043
9.15,4703.523438
9.15,4555.237793
9.16,4158.047363
9.16,3656.381104
9.17,3409.666748
9.18,3086.428467
9.18,2932.190674
9.19,2734.857178
9.20,2301.333252
9.20,1911.714355
9.21,1706.80957
9.21,1804.857178
9.22,2157.761963
9.23,2362.333252
9.23,2336.476074
9.24,2235.619141
9.24,2045.904907
9.25,2112.857422
9.26,2056.428467
9.26,2059.619141
9.27,1975.809448
9.27,1980.80957
9.28,1982.952515
9.29,2095
9.29,2043.333252
9.30,1972.619141
9.30,1956.190552
9.31,1851.476196
9.32,1893.571533
9.32,1899.523804
9.33,1916.381104
9.33,1832.333252
9.34,1909.904663
9.35,1851.571411
9.35,2032.571411
9.36,2035.380981
9.36,2454
9.37,2834.856934
9.38,3246.856934
9.38,3385.238281
9.39,3262.618652
9.39,2894.809326
9.40,2860.19043
9.41,2927
9.41,2915.571533
9.42,2744.047607
9.42,2464.094971
9.43,2123.333496
9.44,1995.761963
9.44,1912.142822
9.45,1894.190552
9.46,2076.904785
9.46,2105.571533
9.47,1986.428589
9.47,1838.476074
9.48,1769.285645
9.49,2013.904785
9.49,2076.380859
9.50,2030.428467
9.50,2021.666748
9.51,2087.476074
9.52,2361.142822
9.52,2991.761719
9.53,3341.381104
9.53,3533.571289
9.54,3739.238281
9.55,3883.714111
9.55,3667.333252
9.56,3454.428467
9.56,3187.761475
9.57,2772.905029
9.58,2618.238037
9.58,2508.571289
9.59,2369.571289
9.59,2351.857178
9.60,2380.285645
9.61,2255.761719
9.61,2168.476318
9.62,2137.571533
9.62,2132.80957
9.63,2268.380859
9.64,2363.142822
9.64,2185.952393
9.65,2029
9.65,2010.333252
9.66,1937.428589
9.67,2010.238037
9.67,2092.619141
9.68,1914.571289
9.68,1930.476074
9.69,1946.761841
9.70,2078.523682
9.70,2176.381104
9.71,2097.19043
9.71,2090.80957
9.72,1988.523926
9.73,1833.285522
9.73,1868.380859
9.74,1960.047607
9.75,1903.619019
9.75,2002.238159
9.76,1988.285645
9.76,1977.523682
9.77,2056.238037
9.78,2069.761963
9.78,2002.80957
9.79,1896.428589
9.79,1966.571411
9.80,1956.761963
9.81,1919.571411
9.81,1826
9.82,1694.047607
9.82,1554.666748
9.83,1615.380981
9.84,1741.714478
9.84,1922.761841
9.85,2036.333496
9.85,2061
9.86,1953.333252
9.87,1818.238159
9.87,1989.666748
9.88,2002.238159
9.88,2035.618896
9.89,2037.380981
9.90,1963.238037
9.90,2022.000122
9.91,2090.904785
9.91,1846.095215
9.92,1815.380981
9.93,1847.80957
9.93,1838.285645
9.94,2045.571411
9.94,2100.571533
9.95,2025.619141
9.96,2020.047485
9.96,1988
9.97,1862.952271
9.97,1951.619019
9.98,2017.904663
9.99,2034.237915
9.99,2067.80957
10.00,1926.904663
10.00,1792.428589
10.01,1704.619141
10.02,1700.904663
10.02,1694.142944
10.03,1977
10.04,2046.714478
10.04,2041.476318
10.05,1980.666748
10.05,1877.095337
10.06,1893.142822
10.07,1986.523682
10.07,1985.952271
10.08,1942.666504
10.08,2043.857178
10.09,1882.761963
10.10,1963.238037
10.10,1923.952393
10.11,1849.952393
10.11,1817.999878
10.12,1859.380981
10.13,1897.142822
10.13,2017.095093
10.14,1948.80957
10.14,1898.047607
10.15,1905.428589
10.16,1914.19043
10.16,1976.857178
10.17,1989
10.17,1824.333374
10.18,1741.047729
10.19,1795.761841
10.19,1958.523804
10.20,2073.428467
10.20,2161.761719
10.21,2134.80957
10.22,2055.000244
10.22,2005.857178
10.23,1978.190552
10.23,2134.523682
10.24,1997.666626
10.25,1943.047607
10.25,1860.904663
10.26,1763.333252
10.26,1767.761963
10.27,1914.333374
10.28,1771.904785
10.28,1727.19043
10.29,1568.142822
10.29,1623.666626
10.30,1780.714233
10.31,1997.952271
10.31,2074.238037
10.32,2114.571289
10.33,1965.19043
10.33,1890.428589
10.34,1809.095337
10.34,1764.095215
10.35,1798.095215
10.36,1896.80957
10.36,1908.047607
10.37,1997.619019
10.37,1933.238159
10.38,2003.666626
10.39,2136.523682
10.39,2134.142822
10.40,2004.952393
10.40,1883.809448
10.41,1767.952515
10.42,1809.142822
10.42,1847.476196
10.43,1876.952393
10.43,1905.1427
10.44,1856.857178
10.45,1910.523804
10.45,2000.666626
10.46,1894.285767
10.46,1997.428589
10.47,1998.857056
10.48,1958.666504
10.48,1839.237915
10.49,1727.904663
10.49,1718.666626
10.50,1860.904663
10.51,1869.19043
10.51,2069.285645
10.52,2082.095215
10.52,2115.333496
10.53,2036.714355
10.54,1997.952271
10.54,1935.142822
10.55,2116.571533
10.55,2322.571777
10.56,2422.952393
10.57,2316.380859
10.57,2189.571289
10.58,1943.476318
10.58,1784.19043
10.59,1893.380981
10.60,1986.666626
10.60,2162.618896
10.61,2140.952393
10.62,2007.523804
10.62,1886.80957
10.63,1865.047485
