Time [min],Intensity [counts]
Chromatogram,
8.60,3021.476074
8.61,2912.999756
8.62,2891.428467
8.62,2589.428467
8.63,2348.19043
8.63,2274.476074
8.64,2368
8.65,2273.476074
8.65,2202.285889
8.66,2162.904785
8.66,2221.143066
8.67,2248.952393
8.68,2310.143066
8.68,2282.619141
8.69,2147
8.69,2116.666748
8.70,2083.952393
8.71,1906
8.71,1919.333374
8.72,1895.952271
8.72,1836.285645
8.73,1879.523804
8.74,1813.476196
8.74,1786.190308
8.75,1857.857178
8.75,1981.047729
8.76,2003.333252
8.77,2048.190674
8.77,1954.333252
8.78,1883.904785
8.78,1921.047607
8.79,2002.952393
8.80,2011.238159
8.80,2072.380859
8.81,2059.380859
8.81,2024.285645
8.82,2073.428711
8.83,2072.714355
8.83,1952.047363
8.84,2076.380859
8.84,2115.80957
8.85,2113.142822
8.86,2225.190674
8.86,2163.714111
8.87,2002.428467
8.88,2127.523926
8.88,2166.142822
8.89,2127.666504
8.89,2143.238037
8.90,2003.428711
8.91,1872.333374
8.91,1966.428589
8.92,2073.095215
8.92,2075.095215
8.93,2102.761963
8.94,2164.80957
8.94,2101.857178
8.95,1988.904785
8.95,1968.666748
8.96,1890.476318
8.97,1804.047729
8.97,1898.476196
8.98,1967.095215
8.98,1996.285889
8.99,2060.476074
9.00,2103.238281
9.00,2061.523926
9.01,1997.476196
9.01,1916.285645
9.02,1829.095337
9.03,1828.285767
9.03,1949
9.04,2099.380859
9.04,2262.095459
9.05,2234.238281
9.06,2220.333496
9.06,2150.523926
9.07,2061.095215
9.07,2025.80957
9.08,1919.333496
9.09,1922.380981
9.09,2027.476196
9.10,2063.666748
9.10,2058
9.11,2019.095337
9.12,1899.285645
9.12,1940.238037
9.13,1993.19043
9.13,2045.857056
9.14,2138.238037
9.15,2170
9.15,2116.047607
9.16,2011.428589
9.17,1968
9.17,1838.714233
9.18,1876.999878
9.18,1862.857178
9.19,1937.761963
9.20,1979.856934
9.20,1979.619263
9.21,1904.524048
9.21,1787.095459
9.22,1790.380981
9.23,1822.952393
9.23,1963.523926
9.24,1993.190552
9.24,1966.333252
9.25,1941.80957
9.26,2076.428467
9.26,2086.952393
9.27,2099.618896
9.27,2028.571411
9.28,1850.619141
9.29,1786.523926
9.29,1830.428589
9.30,1907.714233
9.30,1887.666626
9.31,1934.095337
9.32,1987.952393
9.32,1874.619141
9.33,1849.571411
9.33,1735.523804
9.34,1721.904785
9.35,1866.904663
9.35,2012.476318
9.36,2048.714111
9.36,2035.666748
9.37,1887.714355
9.38,1920.380981
9.38,1941.666626
9.39,1934.524048
9.39,1980.666748
9.40,1993.380859
9.41,1957.666626
9.41,1915.571411
9.42,1878.904785
9.42,1858.618896
9.43,1923.857056
9.44,2052.857178
9.44,2111.952148
9.45,2011.571411
9.46,1968.714355
9.46,1879.809326
9.47,1852.666748
9.47,1800.761963
9.48,1912.000122
9.49,1978.571533
9.49,2051.904785
9.50,1965.095093
9.50,1917.095215
9.51,1878.476196
9.52,1975.952393
9.52,1992.666626
9.53,1970.476318
9.53,1959.571289
9.54,1926
9.55,1911.142822
9.55,1863.761841
9.56,1594.619019
9.56,1711.80957
9.57,1742.428589
9.58,1823.285767
9.58,1818.476318
9.59,1885
9.59,1768.428711
9.60,1996.238159
9.61,2029.999878
9.61,2001.095215
9.62,1876.380859
9.62,1838.428711
9.63,1754.19043
9.64,1719.666626
9.64,1680.952271
9.65,1647.523804
9.65,1644.571533
9.66,1638.666748
9.67,1685.428589
9.67,1785.619019
9.68,2023.571411
9.68,2054.714355
9.69,2078.571533
9.70,2008.571289
9.70,1960.523926
9.71,1870.142822
9.71,1831.428589
9.72,1784.619141
9.73,1768.047607
9.73,1868.238159
9.74,1852.714233
9.75,1739.952515
9.75,1683.047729
9.76,1844.619019
9.76,1896.80957
9.77,1908.476196
9.78,1852.142944
9.78,1871.333374
9.79,1933.428589
9.79,2075.190674
9.80,2072.19043
9.81,2049.857178
9.81,1969.142822
9.82,1864.142822
9.82,1743.571411
9.83,1738.238159
9.84,1725.476196
9.84,1782.666626
9.85,1847.571411
9.85,1947.857178
9.86,1981.285767
9.87,1992.285767
9.87,1986.714355
9.88,1894.333374
9.88,1844.142822
9.89,1827.80957
9.90,1847.142944
9.90,1826.047607
9.91,1814.428589
9.91,1826.285767
9.92,1934.809448
9.93,1878.952393
9.93,1959.333496
9.94,1881.809448
9.94,1857.190552
9.95,1823.476074
