Time [min],Intensity [counts]
Chromatogram,
13.60,2394
13.61,3955
13.61,6975
13.62,10544
13.62,15439
13.63,17544
13.64,19421
13.64,19134
13.65,17447
13.65,17443
13.66,17587
13.67,14818
13.67,15168
13.68,14113
13.68,12772
13.69,12358
13.70,11484
13.70,11772
13.71,10810
13.71,10166
13.72,9635
13.73,9838
13.73,8910
13.74,8839
13.74,9183
13.75,7438
13.76,7000
13.76,7303
13.77,7314
13.78,6566
13.78,6432
13.79,6307
13.79,6241
13.80,6196
13.81,5246
13.81,6085
13.82,5590
13.82,5139
13.83,5093
13.84,4715
13.84,5545
13.85,4835
13.85,3707
13.86,4588
13.87,4360
13.87,3803
13.88,4028
13.88,3350
13.89,3855
13.90,4457
13.90,3935
13.91,3665
13.91,4460
13.92,3478
13.93,3126
13.93,4106
13.94,3711
13.94,3539
13.95,4001
13.96,3707
13.96,3505
13.97,3239
13.97,2946
13.98,3039
13.99,3393
13.99,2917
14.00,3672
14.00,2728
14.01,3326
14.02,3474
14.02,3213
14.03,2714
14.03,2910
14.04,3445
14.05,3165
14.05,3606
14.06,3136
14.07,4032
14.07,5233
14.08,4865
14.08,6131
14.09,6287
14.10,5856
14.10,5582
14.11,6531
14.11,4467
14.12,4365
14.13,4442
14.13,3856
14.14,3310
14.14,3210
14.15,3593
14.16,2599
14.16,3127
14.17,3214
14.17,3101
14.18,3054
14.19,3688
14.19,2997
14.20,3164
14.20,2855
14.21,3065
14.22,3209
14.22,3256
14.23,2899
14.23,3082
14.24,2845
14.25,3634
14.25,3256
14.26,3055
14.26,2880
14.27,3591
14.28,3526
14.28,3627
14.29,3329
14.29,3037
14.30,3062
14.31,3589
14.31,3201
14.32,3257
14.32,2863
14.33,1999
14.34,2858
14.34,2532
14.35,2558
14.36,2694
14.36,2285
14.37,2974
14.37,2381
14.38,2777
14.39,2467
14.39,2217
14.40,2661
14.40,2776
14.41,2725
14.42,2643
14.42,2154
14.43,2428
14.43,2646
14.44,2812
14.45,2812
14.45,3099
14.46,3068
14.46,2726
14.47,3615
14.48,3142
14.48,3230
14.49,3547
14.49,3512
14.50,3373
14.51,3112
14.51,2561
14.52,3029
14.52,3005
14.53,2599
14.54,3161
14.54,3403
14.55,3419
14.55,3379
14.56,3153
14.57,2891
14.57,2792
14.58,3097
14.58,3504
14.59,3463
14.60,3095
14.60,2962
14.61,2259
14.61,2437
14.62,2863
14.63,2443
14.63,2798
14.64,2608
14.65,2573
14.65,2653
14.66,2716
14.66,3302
14.67,2694
14.68,2995
14.68,2774
14.69,3001
14.69,2571
14.70,2514
14.71,3216
14.71,2983
14.72,3453
14.72,4213
14.73,4600
14.74,5094
14.74,5198
14.75,5839
14.75,4631
14.76,4730
14.77,5143
14.77,4527
14.78,5313
14.78,5637
14.79,5317
14.80,4613
14.80,5480
14.81,4180
14.81,4107
14.82,3936
14.83,3646
14.83,5025
14.84,4058
14.84,4807
14.85,3817
14.86,4642
14.86,5692
14.87,4983
14.87,4444
14.88,3968
14.89,4704
14.89,4131
14.90,3450
14.90,4457
14.91,3321
14.92,4102
14.92,3270
14.93,3843
14.94,3826
14.94,3756
14.95,3137
14.95,3066
14.96,2959
14.97,3768
14.97,2586
14.98,2736
14.98,2891
14.99,3057
15.00,2607
15.00,3035
15.01,2562
15.01,2678
15.02,2431
